Age,Attendance_Percentage,Sleep_Hours,Stress_Level,Academic_Score,Family_Support_Score,Monthly_Expense,Screen_Time_Hours,Experimentation,Academic_Performance_Decline,Social_Isolation,Financial_Issues,Physical_Mental_Health_Problems,Legal_Consequences,Relationship_Strain,Risk_Taking_Behavior,Withdrawal_Symptoms,Denial_and_Resistance_to_Treatment,Addiction_Class
18,50.8,8.4,6,56.3,5.0,15926,2.4,Yes,No,No,No,No,No,No,No,Yes,No,Yes
18,58.7,6.6,9,90.1,7.0,12099,2.5,No,No,No,No,Yes,Yes,Yes,No,No,No,No
19,90.7,5.1,1,83.8,7.0,21855,4.8,No,No,No,No,Yes,No,Yes,No,No,Yes,No
20,81.8,7.6,6,89.4,4.0,8977,8.0,No,No,No,No,No,No,Yes,No,Yes,Yes,No
18,72.4,5.7,8,65.5,2.0,11499,4.8,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes
19,85.6,7.2,9,77.3,5.0,17026,7.3,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes
18,76.4,6.8,2,66.8,3.0,7563,6.9,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes
27,86.4,6.7,8,70.4,7.0,8243,5.1,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes
25,69.1,,1,57.4,5.0,13692,3.7,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No
23,,6.4,10,64.9,8.0,5065,5.8,No,Yes,,No,Yes,Yes,No,No,No,No,No
21,70.1,5.8,5,65.8,5.0,16574,4.4,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No
17,56.8,6.7,9,83.2,10.0,4768,11.7,No,No,No,Yes,Yes,Yes,No,No,No,No,No
22,99.3,4.3,3,73.7,4.0,9974,4.3,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes
28,71.2,,1,76.3,3.0,8179,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
28,63.6,4.9,8,68.0,2.0,8454,3.8,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes
20,59.3,4.5,1,90.4,6.0,21774,5.6,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No
21,88.6,6.7,5,87.5,5.0,14581,4.1,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
27,65.7,5.7,9,69.5,9.0,14235,4.8,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
28,76.9,5.7,5,70.9,2.0,19021,6.6,Yes,No,No,No,No,No,Yes,No,No,No,No
23,78.8,6.1,6,82.7,3.0,17850,4.6,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
26,63.1,6.8,6,61.2,10.0,5163,7.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes
19,61.7,6.3,5,75.0,1.0,12122,3.1,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No
18,80.0,6.5,2,65.6,9.0,6861,6.3,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No
24,89.0,5.3,8,51.6,10.0,14235,3.8,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
25,81.2,8.0,9,73.9,3.0,7464,5.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes
26,80.4,7.1,5,63.4,8.0,20059,7.1,No,No,No,Yes,No,No,No,Yes,Yes,No,No
20,76.6,7.7,2,64.7,,20079,6.7,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No
27,81.4,8.3,5,64.8,10.0,19705,7.9,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No
18,70.3,8.2,3,59.2,5.0,13204,7.2,No,Yes,No,Yes,No,No,Yes,No,No,No,No
26,68.2,8.2,1,74.7,9.0,14556,5.3,No,No,Yes,No,No,Yes,Yes,No,No,No,No
24,72.2,4.3,2,97.8,8.0,12524,6.0,Yes,No,Yes,No,Yes,No,No,No,No,No,No
28,67.4,4.1,8,58.7,6.0,17948,5.9,No,Yes,Yes,No,No,No,No,No,No,No,Yes
20,70.6,6.4,10,58.0,5.0,6730,5.6,No,No,No,No,No,No,No,Yes,No,No,Yes
25,77.3,5.6,6,68.0,6.0,8032,9.3,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes
25,73.1,6.7,6,66.7,7.0,7423,4.9,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
22,64.6,4.9,2,68.8,8.0,19756,8.3,No,No,No,No,No,No,No,No,No,No,No
22,85.3,7.0,10,68.5,5.0,8437,5.8,Yes,No,,Yes,No,No,Yes,Yes,Yes,Yes,Yes
25,79.3,7.0,2,75.7,9.0,13071,7.7,No,Yes,,No,Yes,Yes,Yes,No,Yes,Yes,No
24,70.8,7.5,6,69.9,10.0,17061,4.7,No,No,Yes,No,No,No,No,No,No,Yes,No
18,76.7,4.7,1,71.0,8.0,11808,9.3,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes
26,79.1,5.8,1,59.8,2.0,16608,3.4,No,No,Yes,No,No,No,No,No,Yes,No,No
20,62.0,6.9,1,73.3,,3666,5.6,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
23,67.2,8.8,5,55.9,1.0,18525,4.8,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No
27,63.2,7.1,10,66.2,7.0,3357,8.4,No,No,Yes,No,No,No,No,No,No,No,No
26,73.9,6.3,8,55.4,3.0,21301,5.3,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes
26,75.1,8.1,9,83.2,6.0,15215,5.0,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No
17,93.2,6.6,7,63.8,6.0,14619,3.1,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes
27,53.6,6.1,3,93.0,3.0,21755,7.6,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
19,93.4,7.1,7,92.2,5.0,7304,6.8,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
21,68.1,7.4,1,67.5,10.0,16713,3.5,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No
26,51.3,6.8,6,78.4,10.0,8214,8.6,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes
18,66.2,5.4,4,45.4,10.0,2562,4.9,No,No,No,No,Yes,Yes,No,No,No,No,No
28,41.8,3.8,5,51.0,5.0,15969,3.5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
19,86.8,6.3,10,72.8,3.0,6005,6.1,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes
27,92.4,6.0,10,,6.0,14570,9.3,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
21,88.6,6.6,3,73.1,4.0,6438,5.4,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes
18,92.1,5.0,2,50.6,2.0,19479,7.6,Yes,Yes,No,No,No,Yes,No,No,No,No,No
22,71.8,5.8,5,57.7,4.0,9934,2.9,No,No,No,Yes,No,Yes,No,Yes,No,No,No
25,86.1,5.7,6,56.8,1.0,17770,7.4,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes
20,64.5,5.1,7,64.6,8.0,19554,4.6,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
26,91.9,6.8,9,100.0,10.0,20750,5.2,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No
18,80.5,3.0,8,60.9,3.0,5048,5.1,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
19,,7.6,2,78.5,9.0,11270,6.5,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
23,69.0,7.5,10,77.2,4.0,11266,7.5,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
20,52.9,5.8,3,65.2,8.0,18093,4.3,No,No,Yes,No,Yes,No,No,No,No,Yes,No
21,56.7,4.9,1,66.1,8.0,10089,6.3,No,No,No,,Yes,Yes,No,Yes,Yes,Yes,No
19,61.4,6.3,1,62.3,8.0,17161,8.0,No,Yes,Yes,,No,Yes,Yes,Yes,No,Yes,No
23,56.3,7.0,4,94.7,8.0,19658,6.8,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No
27,98.3,6.3,6,69.8,6.0,13280,5.1,No,No,No,Yes,No,Yes,No,Yes,No,No,No
23,62.2,8.5,3,54.4,8.0,13163,5.7,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No
26,60.7,7.2,8,72.0,9.0,14631,4.2,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No
19,74.2,5.1,3,61.4,5.0,15460,3.2,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No
21,75.4,6.2,4,70.3,4.0,18026,4.2,No,No,No,No,Yes,No,No,Yes,No,No,No
23,60.2,4.7,9,75.6,9.0,17610,6.5,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes
22,69.2,8.9,10,90.8,4.0,7072,5.3,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes
22,72.1,4.7,7,56.0,8.0,6483,7.7,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
17,80.1,,3,60.0,7.0,20059,8.7,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No
17,67.3,6.6,5,53.0,4.0,11303,5.1,No,No,No,Yes,No,No,Yes,Yes,No,No,No
25,80.5,6.3,10,39.5,5.0,20351,6.1,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
27,65.2,8.8,4,69.5,7.0,10404,6.5,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
24,76.5,6.2,1,40.7,9.0,9257,5.5,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes
25,65.2,3.8,5,59.7,9.0,18286,7.8,No,Yes,No,No,Yes,No,Yes,No,No,No,No
19,82.8,4.5,4,89.7,8.0,5754,6.7,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No
24,59.8,6.2,4,61.3,2.0,4512,5.5,No,No,No,No,No,Yes,No,Yes,No,No,No
19,80.8,7.4,9,79.5,5.0,10907,3.3,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No
23,83.6,5.4,3,61.9,1.0,3179,5.6,No,No,,Yes,No,No,No,No,Yes,Yes,No
19,72.7,7.4,2,79.4,9.0,15739,8.2,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No
17,89.3,7.7,6,57.7,5.0,14648,2.8,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No
24,86.4,4.5,7,62.1,7.0,10481,6.7,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
17,,5.7,3,53.8,9.0,15964,4.8,No,Yes,Yes,,Yes,No,No,Yes,No,Yes,No
19,,6.9,7,39.2,8.0,13701,2.9,Yes,No,No,,No,No,No,Yes,No,Yes,No
23,59.3,6.5,3,47.0,2.0,16827,4.8,No,No,Yes,No,No,No,Yes,No,No,Yes,No
28,,5.6,1,,,3278,1.0,No,No,Yes,No,No,Yes,No,Yes,No,No,No
23,72.6,5.0,3,72.2,10.0,21838,5.7,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes
26,70.9,4.8,3,55.9,8.0,5847,7.4,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes
22,90.0,6.5,3,63.2,1.0,17827,5.4,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No
18,,5.2,3,69.8,3.0,3145,9.5,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes
26,100.0,8.0,6,84.5,1.0,6818,5.8,No,No,Yes,Yes,No,No,No,No,No,Yes,No
23,68.1,5.9,1,85.4,10.0,14783,4.4,No,No,No,Yes,No,No,No,Yes,Yes,No,No
26,74.5,6.9,5,75.4,9.0,9890,8.2,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
25,64.9,5.8,8,89.9,9.0,12106,5.8,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes
20,52.2,8.4,7,36.8,2.0,7158,6.5,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes
28,89.8,5.4,9,62.0,4.0,13112,2.8,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
20,58.5,5.7,9,65.8,9.0,16136,6.1,No,Yes,Yes,,No,No,No,No,Yes,No,Yes
21,70.9,5.8,1,77.5,3.0,17995,6.9,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
26,76.0,5.0,10,77.7,4.0,12550,3.6,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes
17,45.3,5.7,10,64.9,4.0,3754,5.3,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes
18,77.8,6.6,6,82.2,7.0,19807,3.7,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
24,84.2,7.5,5,87.0,7.0,20124,10.0,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes
24,93.4,5.2,1,73.6,6.0,18361,8.8,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No
23,72.3,7.0,4,83.4,3.0,6853,4.8,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No
18,65.8,6.3,9,52.5,8.0,20717,4.5,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes
21,58.8,6.5,1,67.1,5.0,11269,5.4,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
19,80.0,6.7,3,,7.0,10373,6.5,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No
27,78.6,7.3,8,72.2,8.0,5878,5.5,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
20,73.7,6.9,5,62.8,7.0,10305,4.7,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes
19,62.2,6.8,5,64.0,7.0,20400,1.1,No,No,No,No,No,Yes,Yes,No,No,Yes,No
24,90.1,5.3,3,65.9,1.0,11712,6.9,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes
17,90.1,5.6,2,80.3,10.0,14497,6.6,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No
22,80.5,7.6,2,62.5,8.0,4600,7.3,Yes,Yes,Yes,,Yes,No,No,No,No,No,No
24,68.1,7.3,6,70.5,3.0,8299,5.0,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No
24,50.8,8.2,2,,7.0,8012,6.3,No,Yes,No,No,No,Yes,No,No,No,No,No
25,83.1,6.9,4,90.7,7.0,12549,1.9,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes
25,89.2,8.8,6,60.8,6.0,11914,3.6,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No
26,80.1,5.9,3,89.7,10.0,6694,7.3,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
25,74.1,7.8,4,82.0,4.0,10711,3.4,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
17,37.2,5.7,7,75.5,10.0,17093,6.9,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes
28,68.8,4.5,2,72.8,8.0,18155,6.9,No,No,No,No,No,Yes,No,Yes,No,No,No
23,68.5,7.4,10,66.5,8.0,9855,5.5,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No
21,65.7,6.2,4,59.6,1.0,14241,4.6,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes
20,60.4,7.6,8,63.4,3.0,17801,7.2,Yes,No,No,,Yes,No,No,Yes,No,No,Yes
23,68.5,7.3,2,92.5,7.0,18141,6.7,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes
24,77.3,7.3,6,84.4,,15647,6.5,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No
26,69.2,5.9,4,72.9,3.0,15327,6.9,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes
27,79.0,6.0,4,68.5,3.0,6287,6.2,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
23,69.2,6.7,1,61.8,10.0,17103,8.2,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes
20,62.9,5.4,2,68.2,7.0,5853,4.3,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
22,92.3,7.6,5,60.4,5.0,2197,5.5,No,No,No,No,No,No,No,Yes,No,No,No
27,68.4,7.8,1,,4.0,14915,4.0,Yes,Yes,No,No,No,Yes,No,No,No,No,No
25,88.1,4.4,9,79.8,10.0,15422,3.6,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
18,75.5,7.4,4,89.1,,13051,4.8,Yes,No,No,No,No,Yes,No,No,No,No,No
26,75.4,6.6,3,67.6,1.0,17096,9.3,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
26,82.2,6.7,8,74.0,2.0,2071,5.0,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes
18,47.2,5.0,7,53.9,4.0,20319,7.9,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
18,64.5,6.9,2,71.2,2.0,11750,5.2,Yes,No,No,No,No,No,No,No,No,No,No
21,88.7,5.4,1,68.0,2.0,16937,6.3,No,No,No,No,No,No,No,No,Yes,No,No
27,75.0,6.7,2,44.7,9.0,4099,6.2,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No
18,69.1,6.2,7,48.5,2.0,5909,6.4,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
24,62.8,6.8,1,65.5,1.0,16930,9.7,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No
26,87.1,6.1,4,62.4,7.0,16724,6.4,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No
26,83.5,6.0,9,66.7,6.0,14310,7.7,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes
17,,5.3,7,42.5,7.0,21452,4.3,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
25,85.3,6.0,6,73.5,2.0,2629,5.0,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
27,80.9,7.7,5,65.2,2.0,7243,7.1,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes
17,61.2,6.3,4,70.8,1.0,20557,1.0,Yes,No,No,No,No,No,Yes,No,No,Yes,No
25,74.3,6.2,4,,10.0,9706,14.0,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
27,70.8,7.4,7,72.6,8.0,20177,3.9,No,No,Yes,No,No,No,Yes,No,No,Yes,No
26,56.3,,9,68.0,2.0,5730,3.1,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
19,57.1,6.5,9,65.1,1.0,4299,6.0,Yes,No,No,,Yes,No,No,No,No,Yes,No
17,69.4,6.5,3,69.3,8.0,3992,6.1,No,No,No,No,Yes,No,No,Yes,No,No,No
22,78.5,8.7,7,61.2,9.0,12340,6.3,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No
17,46.2,5.8,9,91.6,3.0,5647,5.2,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes
26,68.0,6.7,3,69.7,2.0,3658,6.3,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes
21,61.3,8.6,6,58.6,9.0,17857,5.9,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
23,82.2,7.0,7,64.8,4.0,3157,4.6,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No
24,55.9,6.3,7,54.6,3.0,4236,4.8,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes
24,75.0,,8,67.5,7.0,8602,4.6,No,No,No,No,No,No,Yes,Yes,No,No,No
20,38.9,7.3,10,63.6,1.0,21318,8.5,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes
20,55.0,5.1,6,74.2,2.0,19109,4.6,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes
20,100.0,6.4,6,46.0,5.0,11350,8.7,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No
25,61.1,4.7,2,77.8,2.0,12993,7.3,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
26,100.0,5.1,8,75.7,6.0,20213,5.9,No,No,Yes,No,No,No,No,No,Yes,No,No
21,71.1,6.0,8,58.6,6.0,11828,6.6,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes
28,74.5,6.1,7,59.6,8.0,16991,3.5,Yes,No,Yes,,Yes,No,No,No,Yes,No,Yes
17,73.4,6.1,2,76.1,6.0,9284,6.4,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes
25,70.6,7.3,8,67.5,8.0,6897,4.9,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes
21,68.3,5.6,9,,7.0,18445,6.4,No,No,Yes,No,No,No,No,No,No,Yes,No
22,84.3,5.5,10,69.2,4.0,15788,8.9,No,No,No,No,No,No,No,No,No,Yes,No
28,76.1,8.1,3,72.9,3.0,4407,5.1,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes
26,56.8,7.6,6,82.0,9.0,11954,5.3,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
20,51.2,4.3,7,92.2,3.0,14572,5.9,No,No,No,Yes,No,Yes,No,No,Yes,No,No
20,66.9,4.1,6,70.5,5.0,3780,8.0,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes
18,76.8,5.4,8,58.2,2.0,2964,5.9,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes
22,75.4,6.3,1,76.7,2.0,11835,4.6,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No
27,63.6,6.7,5,62.4,2.0,16081,2.2,No,No,No,No,Yes,No,No,No,No,No,No
28,85.1,4.5,2,77.8,10.0,11884,6.8,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
28,62.8,7.0,2,38.6,,12462,5.3,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes
19,90.6,5.8,6,62.5,2.0,17769,6.3,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes
22,83.1,5.2,10,94.6,5.0,16444,4.5,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes
17,74.5,6.8,7,61.5,6.0,8711,9.3,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No
27,80.2,5.0,10,65.8,6.0,8728,5.3,No,No,No,Yes,No,No,No,Yes,No,No,Yes
23,83.4,5.2,2,63.8,9.0,10718,4.9,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No
27,86.8,8.0,5,89.1,7.0,13741,6.5,No,No,No,No,Yes,No,No,No,No,No,No
28,75.6,5.6,5,62.3,10.0,6597,3.4,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
28,83.9,5.6,4,79.1,2.0,6462,5.2,No,No,Yes,,Yes,Yes,No,Yes,Yes,Yes,Yes
27,58.0,6.9,7,58.5,4.0,9620,8.2,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes
18,93.9,5.5,8,75.7,2.0,10202,5.4,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes
26,,5.6,9,77.0,8.0,7796,7.1,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
28,53.7,6.5,5,57.2,10.0,13316,8.3,No,No,Yes,Yes,No,No,No,No,No,No,No
20,87.7,6.4,4,77.2,1.0,8333,6.6,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes
18,66.3,7.0,7,66.0,2.0,18673,7.9,No,No,No,No,No,No,No,No,Yes,Yes,Yes
24,81.3,5.4,3,79.8,6.0,17252,6.3,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes
28,78.3,7.6,7,63.6,7.0,17908,6.5,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes
21,75.9,6.4,9,58.4,1.0,17045,5.1,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes
20,51.2,6.3,7,41.0,7.0,16996,8.7,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No
27,79.3,7.8,2,81.7,8.0,8467,4.8,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes
27,56.0,4.4,10,75.3,1.0,15930,5.7,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes
17,54.9,7.2,5,62.2,9.0,2026,6.3,No,No,No,No,Yes,No,Yes,No,No,No,No
27,79.2,,6,57.2,8.0,5670,8.2,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No
25,65.0,7.1,6,36.4,8.0,8145,5.2,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
23,66.3,6.3,8,65.2,10.0,17351,7.4,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
20,73.2,5.3,9,47.3,4.0,17935,8.4,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No
25,54.4,7.5,4,55.6,5.0,17206,4.7,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes
22,57.4,4.1,2,78.6,5.0,7115,5.5,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No
21,82.1,7.8,8,58.3,10.0,6136,7.2,No,Yes,No,,No,No,Yes,No,No,No,No
17,76.3,6.4,9,,4.0,14421,9.9,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes
25,73.6,5.4,4,57.6,6.0,14456,7.4,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
19,71.3,8.2,5,67.5,5.0,15547,4.1,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No
22,74.6,7.1,9,60.4,7.0,16110,5.4,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
26,,7.8,9,64.3,10.0,2326,7.8,No,Yes,,Yes,Yes,No,No,Yes,No,No,No
28,62.5,5.8,3,47.8,2.0,6558,6.5,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes
26,52.0,5.4,2,64.8,8.0,14695,6.8,No,No,Yes,No,No,No,No,No,Yes,No,Yes
20,91.6,6.1,9,69.3,8.0,4461,8.1,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes
19,64.7,6.3,7,68.0,7.0,16145,4.9,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes
27,75.7,,2,68.6,9.0,12148,2.0,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No
22,77.7,6.0,8,80.2,,11744,2.5,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
21,79.9,7.4,1,67.5,4.0,21260,6.5,Yes,No,Yes,No,No,No,No,No,No,No,No
19,73.0,7.1,9,38.7,5.0,6253,4.8,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes
25,76.7,6.8,2,63.2,10.0,4656,5.5,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No
28,70.4,5.4,5,61.7,10.0,18797,7.8,No,No,No,No,Yes,No,No,No,Yes,No,No
17,83.8,6.6,8,67.6,7.0,20757,3.6,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes
22,54.0,5.3,8,89.3,2.0,16600,2.1,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
18,55.3,7.5,5,66.8,5.0,18409,6.4,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes
25,89.7,3.1,3,95.5,3.0,18689,3.9,No,No,No,No,No,No,No,No,No,Yes,No
21,87.0,5.9,10,77.5,9.0,13280,6.7,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes
24,73.0,7.9,4,81.9,8.0,17596,2.8,No,No,Yes,No,Yes,No,No,No,No,Yes,No
24,93.1,6.4,7,87.9,6.0,15730,1.2,No,No,,No,Yes,Yes,No,Yes,No,Yes,No
23,69.1,6.9,3,67.9,6.0,12025,4.7,Yes,Yes,,Yes,Yes,No,Yes,No,No,Yes,No
